symbol,buy_date,sell_date,profit_loss_usd,exit_reason,conviction_score,balance_after_trade
AKT,2025-05-05,2025-05-06,-101.51638333333324,Stop Loss,70.0,9898.483616666666
FET,2025-05-08,2025-05-22,86.50241209445471,Holding Period,80.0,9984.98602876112
INJ,2025-05-08,2025-05-22,167.7983930271264,Holding Period,70.0,10152.784421788247
TAO,2025-05-21,2025-05-30,-103.06739552629483,Stop Loss,70.0,10049.717026261951
